Device Name(Line)Sort Descending,Description,Device Type,Device Protocol,Status,Last Registered,Last Active,Unified CM,IPv4 Address
SEP64E950CA8CE0,SEP64E950CA8CE0,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 9:45:17 PM",cucmpub.hwle.com.au,10.36.20.114
SEP64E950CA8D02,SEP64E950CA8D02,Cisco 8945,SCCP,Registered,Now,"Mar 16, 2022 10:57:07 PM",cucmpub.hwle.com.au,10.34.20.155
SEP64E950CA8D04,SEP64E950CA8D04,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:18:57 AM",cucmsub1.hwle.com.au,10.20.20.35
SEP64E950CA8D06,SEP64E950CA8D06,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 7:00:40 AM",cucmsub1.hwle.com.au,10.22.20.152
SEP64E950CA8D0E,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 2:43:02 AM",cucmsub1.hwle.com.au,10.27.20.163
SEP64E950CA8E22,SEP64E950CA8E22,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:59:56 AM",cucmsub1.hwle.com.au,10.61.20.63
SEP64E950CA8E36,SEP64E950CA8E36,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:00:09 AM",cucmsub1.hwle.com.au,10.27.20.169
SEP64E950CADB14,SEP64E950CADB14,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CB1BAC,SEP64E950CB1BAC,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CB7E68,SEP64E950CB7E68,Cisco 8945,SCCP,None,Never,,,None
SEP64e950ca117c,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:31:10 AM",cucmsub1.hwle.com.au,10.26.20.176
SEP64e950ca14e6,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:01:25 AM",cucmsub1.hwle.com.au,10.20.20.190
SEP64e950ca29d0,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Nov 22, 2021 4:24:38 AM",cucmsub1.hwle.com.au,10.26.20.197
SEP64e950ca2e24,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:01:37 AM",cucmsub1.hwle.com.au,10.20.20.199
SEP64e950ca2fac,SEP64e950ca2fac,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:29:53 AM",cucmsub1.hwle.com.au,10.21.20.163
SEP64e950ca8e34,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:16:17 AM",cucmsub1.hwle.com.au,10.21.20.162
SEP6899CDA17839,SEP6899CDA17839,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 5:59:32 AM",cucmpub.hwle.com.au,10.36.20.184
SEP6CFA897376B0,SEP6CFA897376B0,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.198
SEP6CFA89737714,SEP6CFA89737714,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.200
SEP6CFA897377CC,SEP6CFA897377CC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:45:31 AM",cucmsub1.hwle.com.au,10.61.20.67
SEP6CFA8973781C,SEP6CFA8973781C,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 6:13:31 AM",cucmpub.hwle.com.au,10.36.20.203
SEP6CFA89738064,SEPE8EDF3A8CF5B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:30:30 AM",cucmpub.hwle.com.au,10.35.20.158
SEP6CFA89738094,SEP6CFA89738094,Cisco 8945,SCCP,Registered,Now,"Mar 3, 2022 3:59:43 AM",cucmpub.hwle.com.au,10.35.20.165
SEP6CFA8973817E,SEP6CFA8973817E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.214
SEP7081050C2346,SEP7081050C2346,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:39:30 PM",cucmpub.hwle.com.au,10.36.20.192
SEP7081050C2348,SEP7081050C2348,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:41:20 AM",cucmsub1.hwle.com.au,10.45.20.206
SEP7081050C24BE,SEP7081050C24BE,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:49:37 AM",cucmsub1.hwle.com.au,10.79.20.147
SEP7081050C24F0,SEP7081050C24F0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:29:31 AM",cucmpub.hwle.com.au,10.36.20.194
SEP7081050C26EC,SEP7081050C26EC,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 7:08:08 AM",cucmpub.hwle.com.au,10.81.20.159
SEP7081050C2BE4,SEP7081050C2BE4,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:16:15 AM",cucmpub.hwle.com.au,10.80.20.193
SEP7081050C2C14,SEP57081050C2C14,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:00:41 AM",cucmpub.hwle.com.au,10.34.20.210
SEP7081050C2F3A,SEP7081050C2F3A,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:10:10 AM",cucmsub1.hwle.com.au,10.51.20.189
SEP7081050C3006,SEP7081050C3006,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 1:56:37 AM",cucmpub.hwle.com.au,10.80.20.196
SEP8478ACEC5889,SEP8478ACEC5889,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACEC5B23,SEP8478ACEC5B23,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 10:18:17 PM",cucmpub.hwle.com.au,10.34.20.192
SEP8478ACEC5B85,SEP8478ACEC5B85,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 5:40:51 AM",cucmpub.hwle.com.au,10.80.20.156
SEP8478ACEC5B89,SEP8478ACEC5B89,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:05:01 AM",cucmsub1.hwle.com.au,10.44.20.37
SEP8478ACEC5D99,SEP8478ACEC5D99,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:26:08 AM",cucmsub1.hwle.com.au,10.50.20.54
SEP8478ACEC5F1B,SEP8478ACEC5F1B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:10:08 AM",cucmsub1.hwle.com.au,10.51.20.74
SEP8478ACEC659F,SEP8478ACEC659F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:54:41 AM",cucmsub1.hwle.com.au,10.79.20.148
SEP8478ACEC6CAB,SEP8478ACEC6CAB,Cisco 8945,SCCP,Registered,Now,"Dec 16, 2021 1:27:12 AM",cucmsub1.hwle.com.au,10.51.20.182
SEP8478ACEC6CB3,SEP1CE6C79A27C7,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 5:14:23 AM",cucmsub1.hwle.com.au,10.79.20.47
SEP8478ACEC6CDD,SEP8478ACEC6CDD,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:04:53 AM",cucmsub1.hwle.com.au,10.50.20.184
SEP8478ACEC6D67,SEP8478ACEC6D67,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 12:59:51 AM",cucmsub1.hwle.com.au,10.51.20.72
SEP8478ACEC7145,SEP8478ACEC7145,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:17:55 AM",cucmsub1.hwle.com.au,10.45.20.151
SEP8478ACEC7157,SEP8478ACEC7157,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:52:52 AM",cucmsub1.hwle.com.au,10.46.20.62
SEP8478ACEC715D,SEP8478ACEC715D,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:40:31 AM",cucmsub1.hwle.com.au,10.46.20.59
SEP8478ACEC717B,SEP8478ACEC717B,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACEC7189,SEP8478ACEC7189,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 10:30:38 PM",cucmsub1.hwle.com.au,10.44.20.44
SEP8478ACEC7199,SEP8478ACEC7199,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:42:29 AM",cucmpub.hwle.com.au,10.35.20.193
SEP8478ACEC71A5,SEP8478ACEC71A5,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 10:39:19 PM",cucmsub1.hwle.com.au,10.45.20.140
SEP8478ACEC71B5,SEP8478ACEC71B5,Cisco 8945,SCCP,Registered,Now,"Mar 22, 2022 1:56:55 AM",cucmsub1.hwle.com.au,10.44.20.67
SEP8478ACEC723D,SEP8478ACEC723D,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:00:15 AM",cucmsub1.hwle.com.au,10.45.20.47
SEP8478ACEC7247,SEP8478ACEC7247,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:20:49 AM",cucmsub1.hwle.com.au,10.45.20.142
SEP8478ACEC729B,SEP1CE6C79A5E8F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:31:11 AM",cucmsub1.hwle.com.au,10.46.20.183
SEP8478ACEC72C9,SEP8478ACEC72C9,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:32:14 PM",cucmsub1.hwle.com.au,10.45.20.52
SEP8478ACEC72D7,SEP8478ACEC72D7,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:52:23 AM",cucmsub1.hwle.com.au,10.45.20.37
SEP8478ACEC72D9,SEP8478ACEC72D9,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 1:14:42 AM",cucmsub1.hwle.com.au,10.45.20.172
SEP8478ACEC734D,SEPB4E9B0B11289,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 3:19:16 AM",cucmpub.hwle.com.au,10.89.20.15
SEP8478ACEC736B,SEP8478ACEC736B,Cisco 8945,SCCP,Registered,Now,"Mar 11, 2022 4:28:41 AM",cucmsub1.hwle.com.au,10.46.20.170
SEP8478ACEC7383,SEP203A078280F7,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACEC739B,SEP8478ACEC739B,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 4:52:42 AM",cucmpub.hwle.com.au,10.36.20.160
SEP8478ACEC73A9,SEP8478ACEC73A9,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:02:36 PM",cucmpub.hwle.com.au,10.34.20.211
SEP8478ACEC7411,SEP8478ACEC7411,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:09:41 AM",cucmpub.hwle.com.au,10.79.10.151
SEP8478ACEC7413,SEP8478ACEC7413,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 1:14:07 AM",cucmsub1.hwle.com.au,10.46.20.193
SEP8478ACEC7453,SEPDCA5F43F332F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:08:20 AM",cucmsub1.hwle.com.au,10.44.20.174
SEP8478ACEC745D,SEP8478ACEC745D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:46:44 AM",cucmsub1.hwle.com.au,10.46.20.45
SEP8478ACEC7465,SEP8478ACEC7465,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:10:23 PM",cucmsub1.hwle.com.au,10.46.20.159
SEP8478ACEC7467,SEP8478ACEC7467,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 6:09:33 AM",cucmsub1.hwle.com.au,10.46.20.176
SEP8478ACEC746B,SEP8478ACEC746B,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 6:02:32 AM",cucmpub.hwle.com.au,10.34.20.174
SEP8478ACEC7473,SEP8478ACEC7473,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:51:40 AM",cucmpub.hwle.com.au,10.36.20.134
SEP8478ACEC747F,SEP8478ACEC747F,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:42:31 AM",cucmsub1.hwle.com.au,10.44.20.62
SEP8478ACEC75FF,SEP8478ACEC75FF,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 6:24:15 AM",cucmpub.hwle.com.au,10.34.20.244
SEP8478ACEC8529,SEP8478ACEC8529,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:59:26 AM",cucmpub.hwle.com.au,10.35.20.40
SEP8478ACEC91A3,SEP8478ACEC91A3,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:20:20 AM",cucmsub1.hwle.com.au,10.51.20.180
SEP8478ACEC93C7,SEP8478ACEC93C7,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:03:00 AM",cucmsub1.hwle.com.au,10.50.20.49
SEP8478ACEC9407,SEP8478ACEC9407,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:31:27 AM",cucmsub1.hwle.com.au,10.51.20.142
SEP8478ACEC9757,SEP8478ACEC9757,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:53:05 AM",cucmsub1.hwle.com.au,10.51.20.143
SEP8478ACEC97B5,SEP8478ACEC97B5,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:19:38 AM",cucmsub1.hwle.com.au,10.51.20.149
SEP8478ACEC9C65,SEP8478ACEC9C65,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACEC9DC5,SEP8478ACEC9DC5,Cisco 8945,SCCP,Unregistered,"Apr 10, 2022 5:34:46 PM","Apr 8, 2022 7:06:24 AM",cucmsub1,10.51.20.153
SEP8478ACECAB45,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 10:41:36 AM",cucmsub1.hwle.com.au,10.29.20.54
SEP8478ACECD8AD,Sydney Meeting Room 7 - 2206,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 4:06:25 AM",cucmsub1.hwle.com.au,10.24.20.151
SEP8478ACECD8C7,SEP8478ACECD8C7,Cisco 8945,SCCP,Registered,Now,"Feb 11, 2022 5:32:29 AM",cucmsub1.hwle.com.au,10.61.20.158
SEP8478ACECF03B,SEP8478ACECF03B,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 2:01:46 AM",cucmsub1.hwle.com.au,10.61.20.153
SEP8478ACECFA75,SEP8478ACECFA75,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACED0EE9,Sydney Meeting Room 1 - 2200,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:07:49 AM",cucmsub1.hwle.com.au,10.24.20.202
SEP8478ACED2DC7,SEP8478ACED2DC7,Cisco 8945,SCCP,Unregistered,"Apr 10, 2022 2:04:51 PM","Apr 8, 2022 5:30:31 AM",cucmsub1,10.46.20.31
SEP8478ACED3A2D,SEP8478ACED3A2D,Cisco 8945,SCCP,None,"Nov 1, 2021 6:55:17 PM","Aug 26, 2021 5:51:22 AM",cucmpub,None
SEP8478ACED3DC1,SEP8478ACED3DC1,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:01:58 AM",cucmsub1.hwle.com.au,10.61.20.96
SEP8478ACED5A09,SEP8478ACED5A09,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:46:32 AM",cucmpub.hwle.com.au,10.34.20.159
SEP8478ACED5A1B,SEP64E950CA1704,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 10:23:04 PM",cucmsub1.hwle.com.au,10.27.20.150
SEP8478ACED5A2D,SEP8478ACED5A2D,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:22:03 AM",cucmsub1.hwle.com.au,10.61.20.90
SEP8478ACED5A7F,SEP8478ACED5A7F,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 6:43:38 AM",cucmpub.hwle.com.au,10.35.20.54
SEP8478ACED5A87,Sydney Meeting Room 8 - 2207,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 6:45:42 AM",cucmsub1.hwle.com.au,10.24.20.149
SEP8478ACED5A97,SEP8478ACED5A97,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACED5AAB,SEP8478ACED5AAB,Cisco 8945,SCCP,Registered,Now,"Feb 27, 2022 10:39:54 PM",cucmpub.hwle.com.au,10.33.20.30
SEP8478ACED5AEB,SEP8478ACED5AEB,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:05:06 AM",cucmsub1.hwle.com.au,10.24.20.168
SEP8478ACED5AEF,SEP8478ACED5AEF,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACED5B15,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:37:23 PM",cucmsub1.hwle.com.au,10.21.20.45
SEP8478ACED5B27,SEP8478ACED5B27,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACED5C47,Sydney Level 13 Meeting Room,Cisco 8945,SCCP,Registered,Now,"Jan 24, 2022 2:47:28 AM",cucmsub1.hwle.com.au,10.23.20.65
SEP8478ACED5E49,SEP8478ACED5E49,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 9:09:30 AM",cucmpub.hwle.com.au,10.80.20.171
SEP8478ACED7443,SEP8478ACED7443,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACED754D,SEP8478ACED754D,Cisco 8945,SCCP,None,"Jul 6, 2021 3:39:07 PM",,MELCM1,None
SEP8478ACED7ADF,SEP8478ACED7ADF,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 3:24:42 AM",cucmsub1.hwle.com.au,10.79.20.49
SEP8478ACED7AEB,SEP8478ACED7AEB,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 5:50:08 AM",cucmpub.hwle.com.au,10.36.20.210
SEP8478ACED7C19,SEP8478ACED7C19,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:44:44 AM",cucmsub1.hwle.com.au,10.45.20.154
SEP8478ACED7C55,SEP8478ACED7C55,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 1:11:29 AM",cucmsub1.hwle.com.au,10.46.20.202
SEP8478ACED7C67,Sydney Level 11 Meeting Room,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 4:32:29 AM",cucmsub1.hwle.com.au,10.21.20.177
SEP8478ACED7CC3,SEP8478ACED7CC3,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 5:45:34 AM",cucmsub1.hwle.com.au,10.46.20.41
SEP8478ACED7D51,Sydney Meeting Room 4 - 2203,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 3:26:52 AM",cucmsub1.hwle.com.au,10.24.20.33
SEP8478ACED7E61,SEP8478ACED7E61,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 2:01:10 AM",cucmpub.hwle.com.au,10.33.20.41
SEP8478ACED7E9D,SEP8478ACED7E9D,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:09:26 AM",cucmsub1.hwle.com.au,10.22.20.90
SEP8478ACEDE9AB,SEP8478ACEDE9AB,Cisco 8945,SCCP,None,Never,,,None
SEP8478ACEDF42D,SEP8478ACEDF42D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:52:37 AM",cucmsub1.hwle.com.au,10.61.20.84
SEP8478ACEDF42F,SEP8478ACEDF42F,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:24:46 AM",cucmsub1.hwle.com.au,10.61.20.88
SEP8478ACEDF44F,SEP8478ACEDF44F,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 2:37:27 AM",cucmsub1.hwle.com.au,10.61.20.52
SEP8478ACEDF56B,SEP8478ACEDF56B,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:33:59 AM",cucmsub1.hwle.com.au,10.61.20.77
SEP8478ACEDF851,SEP8478ACEC717B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:39:06 AM",cucmpub.hwle.com.au,10.34.20.235
SEP84B2611F163E,SEP84B2611F163E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:40:59 AM",cucmsub1.hwle.com.au,10.46.20.190
SEP84B2611F258E,SEP64E950CA10FE,Cisco 8945,SCCP,Registered,Now,"Mar 15, 2022 4:59:40 AM",cucmpub.hwle.com.au,10.36.20.32
SEP84B2611F25AA,SEP84B2611F25AA,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:03:32 AM",cucmpub.hwle.com.au,10.35.20.161
SEP84B2611F25C0,SEP84B2611F25C0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:42:58 AM",cucmsub1.hwle.com.au,10.61.20.68
SEP84B2611F2868,SEP84B2611F2868,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.201
SEP84B2611F288E,SEP84B2611F288E,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:37:02 AM",cucmsub1.hwle.com.au,10.61.20.219
SEP84B2611F28C4,SEP84B2611F28C4,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.190
SEP84B2611F298C,SEP64E950CA271A,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 12:59:19 AM",cucmpub.hwle.com.au,10.35.20.160
SEP84B2611F299E,SEP84B2611F299E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.170
SEP84B2611F2A04,SEP84B2611F2A04,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.188
SEP84B2611F2A0C,SEP84B2611F2A0C,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.205
SEP84B2611F2A10,CE Test 8945,Cisco 8945,SIP,Registered,Now,"Apr 4, 2022 5:30:50 AM",cucmpub.hwle.com.au,10.98.98.111
SEP84B2611F2A11,CE Test 8945,Cisco 8945,SCCP,None,"Mar 23, 2022 2:06:02 PM","Mar 13, 2022 11:32:39 PM",cucmpub,None
SEP84B2611F2A20,SEP84B2611F2A20,Cisco 8945,SCCP,Registered,Now,"Mar 15, 2022 10:48:40 PM",cucmpub.hwle.com.au,10.36.20.208
SEP84B2611F2A54,SEP84B2611F2A54,Cisco 8945,SCCP,None,Never,,,None
SEP84B2611F2B0E,SEP84B2611F2B0E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:04:06 AM",cucmsub1.hwle.com.au,10.61.20.211
SEP84B2611F2B44,SEP84B2611F2B44,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:05:25 AM",cucmsub1.hwle.com.au,10.61.20.208
SEP84B2611F3F06,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:38:52 AM",cucmsub1.hwle.com.au,10.26.20.195
SEP84B2611F3F5E,SEP84B2611F3F5E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.199
SEP84B2611F3FEE,SEP84B2611F3FEE,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.210
SEP84B2611F400A,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:44:17 AM",cucmsub1.hwle.com.au,10.21.20.142
SEP84B2611F4040,SEP84B2611F4040,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:41:41 AM",cucmpub.hwle.com.au,10.35.20.154
SEP84B2611F4062,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 12:09:19 AM",cucmsub1.hwle.com.au,10.23.20.155
SEP84B2611F4068,SEP64E950CA2FCE,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 12:47:21 AM",cucmpub.hwle.com.au,10.35.20.170
SEP84B2611F4078,SEP84B2611F4078,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:03:19 AM",cucmpub.hwle.com.au,10.35.20.153
SEP84B2611F408A,SEP64E950CA271A,Cisco 8945,SCCP,Registered,Now,"Nov 17, 2021 3:25:55 AM",cucmpub.hwle.com.au,10.35.20.159
SEP84B2611F4094,SEP84B2611F4094,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 4:10:04 AM",cucmsub1.hwle.com.au,10.61.20.204
SEP84B2611F4278,SEP84B2611F4278,Cisco 8945,SCCP,Registered,Now,"Mar 24, 2022 11:21:03 PM",cucmpub.hwle.com.au,10.36.20.219
SEP84b2611f3fea,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:57:13 AM",cucmsub1.hwle.com.au,10.26.20.183
SEP9478ACEC93C7,SEP9478ACEC93C7,Cisco 8945,SCCP,None,Never,,,None
SEPA44C11DD7788,SEPA44C11DD7788,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:37:40 AM",cucmsub1.hwle.com.au,10.44.20.187
SEPB4E9B0B09777,SEPB4E9B0B09777,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:41:22 AM",cucmpub.hwle.com.au,10.81.20.165
SEPB4E9B0B1085D,SEPB4E9B0B1085D,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 7:03:30 AM",cucmpub.hwle.com.au,10.35.20.42
SEPB4E9B0B10E4F,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:55:31 AM",cucmsub1.hwle.com.au,10.22.20.95
SEPB4E9B0B11289,SEPB4E9B0B11289,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:07:16 AM",cucmpub.hwle.com.au,10.80.20.151
SEPB4E9B0B1787B,SEPB4E9B0B1787B,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 3:10:30 AM",cucmsub1.hwle.com.au,10.23.20.157
SEPB4E9B0B17D21,SEPB4E9B0B17D21,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:17:30 AM",cucmsub1.hwle.com.au,10.79.20.55
SEPB4E9B0B1826D,SEPB4E9B0B1826D,Cisco 8945,SCCP,Registered,Now,,cucmsub1.hwle.com.au,10.51.20.144
SEPB4E9B0B18391,SEPB4E9B0B18391,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:29:44 AM",cucmsub1.hwle.com.au,10.44.20.49
SEPB4E9B0B1C714,SEPB4E9B0B1C714,Cisco 8945,SCCP,Registered,Now,"Mar 20, 2022 10:36:32 PM",cucmsub1.hwle.com.au,10.22.20.44
SEPB4E9B0B1CB2F,SEPB4E9B0B1CB2F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:06:20 AM",cucmsub1.hwle.com.au,10.51.20.42
SEPB4E9B0B1D89C,SEPB4E9B0B1D89C,Cisco 8945,SCCP,None,Never,,,None
SEPB4E9B0B1D9F8,SEPCCEF488D8684,Cisco 8945,SCCP,None,Never,,,None
SEPB4E9B0B1DB9C,SEPB4E9B0B1DB9C,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:23:36 AM",cucmsub1.hwle.com.au,10.44.20.153
SEPB4E9B0B1DCD4,SEPB4E9B0B1DCD4,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 11:13:18 PM",cucmsub1.hwle.com.au,10.46.20.153
SEPB4E9B0B1DD58,SEP8478ACED3DC1,Cisco 8945,SCCP,Registered,Now,"Mar 18, 2022 4:41:23 AM",cucmpub.hwle.com.au,10.36.20.117
SEPB4E9B0B1DFE6,SEP1CE6C79A64C7,Cisco 8945,SCCP,None,Never,,,None
